City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
294,Komsomolskiy,UZ,40.4272,71.7189,72.32,46,98,4.61,overcast clouds
295,High Level,CA,58.5169,-117.136,50.11,53,75,11.5,broken clouds
296,Lavrentiya,RU,65.5833,-171.0,17.74,76,9,10.56,clear sky
297,Valdivia,CL,-39.8142,-73.2459,42.89,97,3,2.15,clear sky
298,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,85,22,9.26,few clouds
299,Bereda,ES,43.2686,-7.5406,52.41,98,100,2.01,overcast clouds
300,Alice Springs,AU,-23.7,133.8833,69.35,40,15,10.36,few clouds
301,Bagn,NO,60.8225,9.5521,33.46,90,97,5.06,overcast clouds
302,Ipubi,BR,-7.6519,-40.1489,71.28,61,55,5.12,broken clouds
303,Bonthe,SL,7.5264,-12.505,80.64,85,40,4.05,scattered clouds
304,Elizabethton,US,36.3487,-82.2107,67.77,88,75,0.0,broken clouds
305,Kilimatinde,TZ,-5.85,34.95,61.63,89,41,1.97,scattered clouds
306,Pahrump,US,36.2083,-115.9839,75.25,11,0,11.99,clear sky
307,Prosperous,IE,53.2903,-6.7539,51.1,96,100,2.55,overcast clouds
308,Ustye,RU,59.6304,39.736,30.13,96,73,3.65,broken clouds
309,Christchurch,NZ,-43.5333,172.6333,76.41,60,0,4.61,clear sky
310,Biskamzha,RU,53.4497,89.5272,62.2,43,100,3.8,overcast clouds
311,San Rafael Del Sur,NI,11.8485,-86.4384,83.37,73,100,4.12,overcast clouds
312,Saint-Joseph,RE,-21.3667,55.6167,71.98,77,0,2.75,clear sky
313,Sharjah,AE,25.3573,55.4033,78.78,53,0,3.44,clear sky
314,Mazara Del Vallo,IT,37.6641,12.588,55.54,80,4,0.54,clear sky
315,Kaeo,NZ,-35.1,173.7833,70.32,77,100,7.94,overcast clouds
316,Manzhouli,CN,49.6,117.4333,62.56,37,100,13.47,overcast clouds
317,Erdenet,MN,49.0333,104.0833,63.18,17,16,3.98,few clouds
318,Oistins,BB,13.0667,-59.5333,78.89,83,20,14.97,few clouds
319,Udachnyy,RU,66.4167,112.4,26.65,76,46,14.79,scattered clouds
320,Cockburn Town,TC,21.4612,-71.1419,77.2,81,88,23.6,overcast clouds
321,Bambanglipuro,ID,-7.95,110.2833,84.81,73,95,5.21,overcast clouds
322,Winnemucca,US,40.973,-117.7357,60.85,29,0,4.61,clear sky
323,Chimbote,PE,-9.0853,-78.5783,64.51,89,83,7.27,broken clouds
324,Kurayoshi,JP,35.4333,133.8167,60.71,53,9,15.99,clear sky
325,Olavarria,AR,-36.8927,-60.3225,48.02,72,27,6.96,scattered clouds
326,Mogadishu,SO,2.0371,45.3438,80.76,81,100,11.92,moderate rain
327,Berlevag,NO,70.8578,29.0864,21.0,77,99,11.97,overcast clouds
328,Begunitsy,RU,59.5855,29.3176,32.13,93,58,5.77,broken clouds
